e_no,c,k1,k2,k3,k4,ax,ay,az,bx,by,bz,pvol,m_g,m_c
113,2,0.5,4,0.5,4,0.9943387060007486,0.0,0.10625694212029971,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
114,2,0.5,4,0.5,4,0.9527935588702983,0.0,0.3036188962750368,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
115,2,0.5,4,0.5,4,0.8823770504403864,0.0,0.4705430276352247,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
116,2,0.5,4,0.5,4,0.797390760691223,0.0,0.6034633168339834,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
117,2,0.5,4,0.5,4,0.7095899443124033,0.0,0.7046148670945857,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
118,2,0.5,4,0.5,4,0.6285295693659517,0.0,0.7777856905553425,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
119,2,0.5,4,0.5,4,0.5637092848896592,0.0,0.8259732696214745,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
120,2,0.5,4,0.5,4,0.9903244680053526,0.0,0.13877120764018555,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
121,2,0.5,4,0.5,4,0.9234132468538737,0.0,0.3838072114158184,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
122,2,0.5,4,0.5,4,0.8217636781003841,0.0,0.5698284455473666,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
123,2,0.5,4,0.5,4,0.7130305076400608,0.0,0.7011330081907122,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
124,2,0.5,4,0.5,4,0.6120332988869001,0.0,0.7908319929375761,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
125,2,0.5,4,0.5,4,0.5261433313697608,0.0,0.8503959047732591,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
126,2,0.5,4,0.5,4,0.4611623177273231,0.0,0.8873157931133446,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
127,2,0.5,4,0.5,4,0.9808233208324237,0.0,0.19489898232483557,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
128,2,0.5,4,0.5,4,0.8629548272758905,0.0,0.5052810763142015,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
129,2,0.5,4,0.5,4,0.7165384403285044,0.0,0.6975476066417218,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
130,2,0.5,4,0.5,4,0.5868089640716035,0.0,0.8097254100528224,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
